Sno,Movie_Name,Director_Name,Director_1,Director_2,Duration,Year,Ratings,Metascore
1289,The Hitcher,Robert Harmon,Robert Harmon,,97 min,1986,7.2,32
1290,The Eagle,Kevin Macdonald,Kevin Macdonald,,114 min,2011,6.2,55
1291,The Omega Man,Boris Sagal,Boris Sagal,,98 min,1971,6.4,56
1292,El Mariachi,Robert Rodriguez,Robert Rodriguez,,81 min,1992,6.8,73
1293,Man on a Ledge,Asger Leth,Asger Leth,,102 min,2012,6.6,40
1294,Enemy Mine,Wolfgang Petersen,Wolfgang Petersen,,108 min,1985,6.8,59
1295,In the Name of the King: A Dungeon Siege Tale,Uwe Boll,Uwe Boll,,127 min,2007,3.8,15
1296,Death Sentence,James Wan,James Wan,,105 min,2007,6.7,36
1297,Johnny English Reborn,Oliver Parker,Oliver Parker,,101 min,2011,6.3,46
1298,The 6th Day,Roger Spottiswoode,Roger Spottiswoode,,123 min,2000,5.9,49
1299,Sphere,Barry Levinson,Barry Levinson,,134 min,1998,6.1,35
1300,See No Evil,Gregory Dark,Gregory Dark,,84 min,2006,5.0,17
1301,The Getaway,Sam Peckinpah,Sam Peckinpah,,123 min,1972,7.3,55
1302,Firefox,Clint Eastwood,Clint Eastwood,,136 min,1982,5.9,44
1303,Shaft (2019),Tim Story,Tim Story,,111 min,2019,6.4,40
1304,BloodRayne,Uwe Boll,Uwe Boll,,95 min,2005,2.9,18
1305,Bullet to the Head,Walter Hill,Walter Hill,,92 min,2012,5.7,48
1306,Romeo Must Die,Andrzej Bartkowiak,Andrzej Bartkowiak,,115 min,2000,6.1,52
1307,Captive State,Rupert Wyatt,Rupert Wyatt,,109 min,2019,6.0,54
1308,The Adventures of Robin Hood,"Michael Curtiz, William Keighley",Michael Curtiz,William Keighley,102 min,1938,7.9,97
1309,Land of the Lost,Brad Silberling,Brad Silberling,,102 min,2009,5.3,32
1310,Mr. Right (I),Paco Cabezas,Paco Cabezas,,95 min,2015,6.3,52
1311,The International (I),Tom Tykwer,Tom Tykwer,,118 min,2009,6.5,52
1312,Above the Law,Andrew Davis,Andrew Davis,,99 min,1988,6.0,45
1313,Alpha (II),Albert Hughes,Albert Hughes,,96 min,2018,6.6,63
1314,Tristan + Isolde,Kevin Reynolds,Kevin Reynolds,,125 min,2006,6.8,49
1315,Mighty Joe Young,Ron Underwood,Ron Underwood,,114 min,1998,5.7,51
1316,The Last Legion,Doug Lefler,Doug Lefler,,101 min,2007,5.4,37
1317,Rurouni Kenshin Part I: Origins,Keishi Otomo,Keishi Otomo,,134 min,2012,7.4,
1318,District B13,Pierre Morel,Pierre Morel,,84 min,2004,7.1,70
1319,Free State of Jones,Gary Ross,Gary Ross,,139 min,2016,6.9,53
1320,The Taking of Pelham One Two Three,Joseph Sargent,Joseph Sargent,,104 min,1974,7.6,68
1321,Lethal Weapon 4,Richard Donner,Richard Donner,,127 min,1998,6.6,37
1322,The Recruit,Roger Donaldson,Roger Donaldson,,115 min,2003,6.6,56
1323,Race to Witch Mountain,Andy Fickman,Andy Fickman,,98 min,2009,5.7,52
1324,xXx: State of the Union,Lee Tamahori,Lee Tamahori,,101 min,2005,4.5,37
1325,Solomon Kane,M.J. Bassett,M.J. Bassett,,104 min,2009,6.1,48
1326,Risen,Kevin Reynolds,Kevin Reynolds,,107 min,2016,6.3,51
1327,Snitch (I),Ric Roman Waugh,Ric Roman Waugh,,112 min,2013,6.4,51
1328,Hudson Hawk,Michael Lehmann,Michael Lehmann,,100 min,1991,5.7,17
1329,Soldier (I),Paul W.S. Anderson,Paul W.S. Anderson,,99 min,1998,6.0,
1330,Beckett,Ferdinando Cito Filomarino,Ferdinando Cito Filomarino,,110 min,2021,5.7,52
1331,Son of Rambow,Garth Jennings,Garth Jennings,,96 min,2007,7.0,66
1332,Underworld: Awakening,"Måns Mårlind, Björn Stein",Måns Mårlind,Björn Stein,88 min,2012,6.3,39
1333,An Action Hero,Anirudh Iyer,Anirudh Iyer,,130 min,2022,7.0,
1334,Sholay,Ramesh Sippy,Ramesh Sippy,,162 min,1975,8.1,
1335,Daylight,Rob Cohen,Rob Cohen,,114 min,1996,5.9,47
1336,"Aguirre, the Wrath of God",Werner Herzog,Werner Herzog,,95 min,1972,7.8,
1337,Season of the Witch,Dominic Sena,Dominic Sena,,95 min,2011,5.4,28
1338,Kangaroo Jack,David McNally,David McNally,,89 min,2003,4.5,16
1339,The Golden Child,Michael Ritchie,Michael Ritchie,,94 min,1986,5.9,37
1340,The Witcher: Nightmare of the Wolf,Kwang Il Han,Kwang Il Han,,83 min,2021,7.2,67
1341,Kidnap (I),Luis Prieto,Luis Prieto,,95 min,2017,5.9,44
1342,Sanctum,Alister Grierson,Alister Grierson,,108 min,2011,5.9,42
1343,House of the Dead,Uwe Boll,Uwe Boll,,90 min,2003,2.1,15
1344,Scarface,"Howard Hawks, Richard Rosson",Howard Hawks,Richard Rosson,93 min,1932,7.7,90
1345,The Phantom,Simon Wincer,Simon Wincer,,100 min,1996,5.0,53
1346,Outside the Wire,Mikael Håfström,Mikael Håfström,,114 min,2021,5.4,45
1347,Skyline,"Colin Strause, Greg Strause",Colin Strause,Greg Strause,92 min,2010,4.5,26
1348,Uri: The Surgical Strike,Aditya Dhar,Aditya Dhar,,138 min,2019,8.2,
1349,Django,Sergio Corbucci,Sergio Corbucci,,91 min,1966,7.2,75
1350,Taxi (I) (1998),Gérard Pirès,Gérard Pirès,,89 min,1998,7.0,
1351,Another 48 Hrs.,Walter Hill,Walter Hill,,95 min,1990,5.9,23
1352,Ninja Scroll,Yoshiaki Kawajiri,Yoshiaki Kawajiri,,94 min,1993,7.8,
1353,The Siege of Jadotville,Richie Smyth,Richie Smyth,,108 min,2016,7.2,
1354,Cellular,David R. Ellis,David R. Ellis,,94 min,2004,6.5,60
1355,The Big Hit,Kirk Wong,Kirk Wong,,91 min,1998,6.0,31
1356,Johnny English Strikes Again,David Kerr,David Kerr,,89 min,2018,6.2,39
1357,Harsh Times,David Ayer,David Ayer,,116 min,2005,6.8,56
1358,Astro Boy,David Bowers,David Bowers,,94 min,2009,6.2,53
1359,Vertical Limit,Martin Campbell,Martin Campbell,,124 min,2000,5.9,48
1360,Ip Man 2,Wilson Yip,Wilson Yip,,108 min,2010,7.5,67
1361,First Knight,Jerry Zucker,Jerry Zucker,,134 min,1995,6.0,57
1362,Alone in the Dark,Uwe Boll,Uwe Boll,,96 min,2005,2.4,9
1363,Escape Plan 2: Hades,Steven C. Miller,Steven C. Miller,,96 min,2018,3.8,
1364,The Enforcer,James Fargo,James Fargo,,96 min,1976,6.7,58
1365,The Salvation,Kristian Levring,Kristian Levring,,92 min,2014,6.7,64
1366,Erased,Philipp Stölzl,Philipp Stölzl,,100 min,2012,6.0,34
1367,Domino,Tony Scott,Tony Scott,,127 min,2005,5.9,36
1368,Contraband,Baltasar Kormákur,Baltasar Kormákur,,109 min,2012,6.4,51
1369,'71,Yann Demange,Yann Demange,,99 min,2014,7.2,83
1370,Ransom,Ron Howard,Ron Howard,,121 min,1996,6.7,60
1371,The Fan,Tony Scott,Tony Scott,,116 min,1996,5.9,32
1372,The Brothers Bloom,Rian Johnson,Rian Johnson,,114 min,2008,6.7,55
1373,G-Force,Hoyt Yeatman,Hoyt Yeatman,,88 min,2009,5.1,41
1374,Sudden Death,Peter Hyams,Peter Hyams,,111 min,1995,5.8,
1375,The Prophecy,Gregory Widen,Gregory Widen,,98 min,1995,6.4,44
1376,Unleashed,Louis Leterrier,Louis Leterrier,,103 min,2005,7.0,58
1377,Brick Mansions,Camille Delamarre,Camille Delamarre,,90 min,2014,5.6,40
1378,Brahmastra Part One: Shiva,Ayan Mukerji,Ayan Mukerji,,167 min,2022,5.6,57
1379,Broken City,Allen Hughes,Allen Hughes,,109 min,2013,6.1,49
1380,Repo Men,Miguel Sapochnik,Miguel Sapochnik,,111 min,2010,6.3,32
1381,Destroyer,Karyn Kusama,Karyn Kusama,,121 min,2018,6.2,62
1382,The Hunted,William Friedkin,William Friedkin,,94 min,2003,6.0,40
1383,The Green Hornet,Michel Gondry,Michel Gondry,,119 min,2011,5.8,39
1384,Bajirao Mastani,Sanjay Leela Bhansali,Sanjay Leela Bhansali,,158 min,2015,7.2,
1385,Red Cliff,John Woo,John Woo,,148 min,2008,7.3,73
1386,The Rover,David Michôd,David Michôd,,103 min,2014,6.4,64
1387,Ultraviolet,Kurt Wimmer,Kurt Wimmer,,88 min,2006,4.3,18
1388,Ghosts of Mars,John Carpenter,John Carpenter,,98 min,2001,4.9,35
1389,Premium Rush,David Koepp,David Koepp,,91 min,2012,6.5,66
1390,Green Zone,Paul Greengrass,Paul Greengrass,,115 min,2010,6.8,63
1391,Close (I),Vicky Jewson,Vicky Jewson,,94 min,2019,5.7,51
1392,Bacurau,"Juliano Dornelles, Kleber Mendonça Filho",Juliano Dornelles,Kleber Mendonça Filho,131 min,2019,7.3,82
1393,Elite Squad,José Padilha,José Padilha,,115 min,2007,8.0,33
1394,Appaloosa,Ed Harris,Ed Harris,,115 min,2008,6.7,64
1395,Flight of the Phoenix,John Moore,John Moore,,113 min,2004,6.1,47
1396,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,Zack Snyder,,97 min,2010,6.9,53
1397,The Marine,John Bonito,John Bonito,,92 min,2006,4.7,45
1398,Hotel Artemis,Drew Pearce,Drew Pearce,,94 min,2018,6.1,58
1399,Edge of Darkness,Martin Campbell,Martin Campbell,,117 min,2010,6.6,55
1400,13 Assassins,Takashi Miike,Takashi Miike,,141 min,2010,7.5,84
1401,The Condemned,Scott Wiper,Scott Wiper,,113 min,2007,6.0,23
1402,One for the Money,Julie Anne Robinson,Julie Anne Robinson,,91 min,2012,5.3,22
1403,Hidalgo,Joe Johnston,Joe Johnston,,136 min,2004,6.7,54
1404,The Man with the Iron Fists,RZA,RZA,,95 min,2012,5.4,51
1405,Firestarter,Mark L. Lester,Mark L. Lester,,114 min,1984,6.0,50
1406,Stealth,Rob Cohen,Rob Cohen,,121 min,2005,5.1,35
1407,Abduction (I),John Singleton,John Singleton,,106 min,2011,5.1,25
1408,Bajrangi Bhaijaan,"Kabir Khan, Mehmet Tutkun",Kabir Khan,Mehmet Tutkun,163 min,2015,8.1,
1409,Blood Father,Jean-François Richet,Jean-François Richet,,88 min,2016,6.4,66
1410,Mosul (I),Matthew Michael Carnahan,Matthew Michael Carnahan,,101 min,2019,7.1,71
1411,Just Cause,Arne Glimcher,Arne Glimcher,,102 min,1995,6.4,48
1412,Get the Gringo,Adrian Grunberg,Adrian Grunberg,,96 min,2012,6.9,60
1413,We Own the Night,James Gray,James Gray,,117 min,2007,6.8,59
1414,Rising Sun,Philip Kaufman,Philip Kaufman,,129 min,1993,6.2,56
1415,30 Minutes or Less,Ruben Fleischer,Ruben Fleischer,,83 min,2011,6.1,49
1416,The Grandmaster,Kar-Wai Wong,Kar-Wai Wong,,130 min,2013,6.5,73
1417,Jonah Hex,Jimmy Hayward,Jimmy Hayward,,81 min,2010,4.7,33
1418,Escape from the Planet of the Apes,Don Taylor,Don Taylor,,98 min,1971,6.3,69
1419,Fist of Fury,Wei Lo,Wei Lo,,107 min,1972,7.2,68
1420,Striking Distance,Rowdy Herrington,Rowdy Herrington,,102 min,1993,5.8,36
1421,Babylon A.D.,Mathieu Kassovitz,Mathieu Kassovitz,,90 min,2008,5.5,26
1422,Black Death,Christopher Smith,Christopher Smith,,102 min,2010,6.4,71
1423,Vampire Hunter D: Bloodlust,"Jack Fletcher, Yoshiaki Kawajiri",Jack Fletcher,Yoshiaki Kawajiri,103 min,2000,7.6,62
1424,Batman: The Killing Joke,Sam Liu,Sam Liu,,76 min,2016,6.4,
1425,Dead Man Down,Niels Arden Oplev,Niels Arden Oplev,,118 min,2013,6.4,39
1426,After the Sunset,Brett Ratner,Brett Ratner,,97 min,2004,6.2,38
1427,K.G.F: Chapter 2,Prashanth Neel,Prashanth Neel,,168 min,2022,8.3,
1428,The Avengers (1998),Jeremiah S. Chechik,Jeremiah S. Chechik,,89 min,1998,3.8,12
1429,Vikram,Lokesh Kanagaraj,Lokesh Kanagaraj,,175 min,2022,8.3,
1430,Loaded Weapon 1,Gene Quintano,Gene Quintano,,84 min,1993,6.2,30
1431,Fearless,Ronny Yu,Ronny Yu,,104 min,2006,7.6,70
1432,Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,Dwight H. Little,,97 min,2004,4.7,40
1433,Space Sweepers,Sung-hee Jo,Sung-hee Jo,,136 min,2021,6.5,64
1434,Ben-Hur,Timur Bekmambetov,Timur Bekmambetov,,123 min,2016,5.7,38
1435,Muppet Treasure Island,"Brian Henson, David Lane",Brian Henson,David Lane,99 min,1996,6.9,64
1436,Lock Up,John Flynn,John Flynn,,109 min,1989,6.4,52
1437,Chain Reaction,Andrew Davis,Andrew Davis,,107 min,1996,5.6,43
1438,Harry Brown,Daniel Barber,Daniel Barber,,103 min,2009,7.2,55
1439,Drillbit Taylor,Steven Brill,Steven Brill,,110 min,2008,5.7,41
1440,The Peacemaker,Mimi Leder,Mimi Leder,,124 min,1997,6.0,43
1441,Virus,John Bruno,John Bruno,,99 min,1999,5.0,19
1442,The November Man,Roger Donaldson,Roger Donaldson,,108 min,2014,6.2,38
1443,The Skulls,Rob Cohen,Rob Cohen,,106 min,2000,5.6,24
1444,Pokémon: The First Movie - Mewtwo Strikes Back,Kunihiko Yuyama,Kunihiko Yuyama,,96 min,1998,6.2,35
1445,Driven,Renny Harlin,Renny Harlin,,116 min,2001,4.6,29
1446,Ip Man 3,Wilson Yip,Wilson Yip,,105 min,2015,7.0,57
1447,Crocodile Dundee in Los Angeles,Simon Wincer,Simon Wincer,,95 min,2001,4.8,37
1448,Red Tails,Anthony Hemingway,Anthony Hemingway,,125 min,2012,5.9,46
1449,Blues Brothers 2000,John Landis,John Landis,,123 min,1998,4.9,
1450,Big Stan,Rob Schneider,Rob Schneider,,105 min,2007,6.1,
1451,The Gunman,Pierre Morel,Pierre Morel,,115 min,2015,5.8,39
1452,All Is Lost,J.C. Chandor,J.C. Chandor,,106 min,2013,6.9,87
1453,Drunken Master,Woo-Ping Yuen,Woo-Ping Yuen,,111 min,1978,7.4,68
1454,The Jewel of the Nile,Lewis Teague,Lewis Teague,,106 min,1985,6.1,53
1455,The Girl Who Played with Fire,Daniel Alfredson,Daniel Alfredson,,129 min,2009,7.1,66
1456,The General,"Clyde Bruckman, Buster Keaton",Clyde Bruckman,Buster Keaton,67 min,1926,8.1,
1457,Last Man Standing,Walter Hill,Walter Hill,,101 min,1996,6.4,44
1458,Ride Along 2,Tim Story,Tim Story,,102 min,2016,5.9,32
1459,Carriers,"David Pastor, Àlex Pastor",David Pastor,Àlex Pastor,84 min,2009,6.0,
1460,Memphis Belle,Michael Caton-Jones,Michael Caton-Jones,,107 min,1990,6.9,59
1461,The Way of the Gun,Christopher McQuarrie,Christopher McQuarrie,,119 min,2000,6.6,49
1462,Machine Gun Preacher,Marc Forster,Marc Forster,,129 min,2011,6.7,43
1463,D3: The Mighty Ducks,Robert Lieberman,Robert Lieberman,,104 min,1996,5.4,
1464,The Boondock Saints II: All Saints Day,Troy Duffy,Troy Duffy,,118 min,2009,6.2,24
1465,The Spy Next Door,Brian Levant,Brian Levant,,94 min,2010,5.4,27
1466,Tekken,Dwight H. Little,Dwight H. Little,,92 min,2010,4.8,
1467,Cats & Dogs,Lawrence Guterman,Lawrence Guterman,,87 min,2001,5.1,47
1468,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Ernest R. Dickerson,,92 min,1995,6.7,48
1469,Get Carter,Mike Hodges,Mike Hodges,,112 min,1971,7.3,80
1470,The Shadow,Russell Mulcahy,Russell Mulcahy,,108 min,1994,6.0,50
1471,Dragon: The Bruce Lee Story,Rob Cohen,Rob Cohen,,120 min,1993,7.0,69
1472,New World,Park Hoon-jung,Park Hoon-jung,,135 min,2013,7.5,58
1473,MacGruber,Jorma Taccone,Jorma Taccone,,90 min,2010,5.6,43
1474,Gone (I),Heitor Dhalia,Heitor Dhalia,,94 min,2012,5.9,36
1475,Hostage,Florent-Emilio Siri,Florent-Emilio Siri,,113 min,2005,6.5,44
1476,Pushpa: The Rise - Part 1,Sukumar,Sukumar,,179 min,2021,7.6,
1477,Blood and Bone,Ben Ramsey,Ben Ramsey,,93 min,2009,6.7,
1478,Black and Blue (I),Deon Taylor,Deon Taylor,,108 min,2019,6.4,54
1479,Wrongfully Accused,Pat Proft,Pat Proft,,87 min,1998,6.0,
1480,The Tuxedo,Kevin Donovan,Kevin Donovan,,98 min,2002,5.4,30
1481,Batman: Mask of the Phantasm,"Eric Radomski, Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Bruce Timm",Eric Radomski,Kevin Altieri,76 min,1993,7.8,65
1482,Raatchasan,Ram Kumar,Ram Kumar,,170 min,2018,8.3,
1483,Varisu,Vamshi Paidipally,Vamshi Paidipally,,169 min,2023,6.0,
1484,Hobo with a Shotgun,Jason Eisener,Jason Eisener,,86 min,2011,6.1,55
1485,House of Flying Daggers,Yimou Zhang,Yimou Zhang,,119 min,2004,7.5,89
1486,Survivor (I),James McTeigue,James McTeigue,,96 min,2015,5.6,28
1487,Stop! Or My Mom Will Shoot,Roger Spottiswoode,Roger Spottiswoode,,87 min,1992,4.3,
1488,A Bittersweet Life,Jee-woon Kim,Jee-woon Kim,,119 min,2005,7.5,
1489,Lockout,"James Mather, Steve Saint Leger",James Mather,Steve Saint Leger,95 min,2012,6.0,48
1490,Automata (I),Gabe Ibáñez,Gabe Ibáñez,,109 min,2014,6.0,37
1491,Slow West,John Maclean,John Maclean,,84 min,2015,6.9,72
1492,Jimmy Neutron: Boy Genius,John A. Davis,John A. Davis,,82 min,2001,6.0,65
1493,Red Planet,Antony Hoffman,Antony Hoffman,,106 min,2000,5.7,34
1494,Man of Tai Chi,Keanu Reeves,Keanu Reeves,,105 min,2013,6.0,52
1495,Who Am I?,"Benny Chan, Jackie Chan",Benny Chan,Jackie Chan,108 min,1998,6.8,
1496,Basic,John McTiernan,John McTiernan,,98 min,2003,6.4,34
1497,Ironclad,Jonathan English,Jonathan English,,121 min,2011,6.1,42
1498,Son of a Gun,Julius Avery,Julius Avery,,108 min,2014,6.4,49
1499,Vantage Point,Pete Travis,Pete Travis,,90 min,2008,6.6,40
1500,The Next Karate Kid,Christopher Cain,Christopher Cain,,107 min,1994,4.5,36
1501,Money Train,Joseph Ruben,Joseph Ruben,,110 min,1995,5.7,
1502,The Protector,Prachya Pinkaew,Prachya Pinkaew,,111 min,2005,7.0,52
1503,Ghajini,A.R. Murugadoss,A.R. Murugadoss,,186 min,2008,7.3,
1504,The Brave One,Neil Jordan,Neil Jordan,,122 min,2007,6.7,56
1505,The Colony (I),Jeff Renfroe,Jeff Renfroe,,95 min,2013,5.3,28
1506,Final Fantasy: The Spirits Within,"Hironobu Sakaguchi, Motonori Sakakibara",Hironobu Sakaguchi,Motonori Sakakibara,106 min,2001,6.4,49
1507,Bad Company,Joel Schumacher,Joel Schumacher,,116 min,2002,5.6,37
1508,Passenger 57,Kevin Hooks,Kevin Hooks,,84 min,1992,5.9,50
1509,"Big Mommas: Like Father, Like Son",John Whitesell,John Whitesell,,107 min,2011,4.4,22
1510,Highlander II: The Quickening,Russell Mulcahy,Russell Mulcahy,,91 min,1991,4.2,31
1511,The Big Boss,"Wei Lo, Chia-Hsiang Wu",Wei Lo,Chia-Hsiang Wu,99 min,1971,6.9,
1512,3000 Miles to Graceland,Demian Lichtenstein,Demian Lichtenstein,,125 min,2001,5.9,21
1513,The Pink Panther 2,Harald Zwart,Harald Zwart,,92 min,2009,5.6,36
1514,Snatched,Jonathan Levine,Jonathan Levine,,90 min,2017,4.6,45
1515,Pathfinder,Marcus Nispel,Marcus Nispel,,99 min,2007,5.4,29
1516,Undisputed,Walter Hill,Walter Hill,,94 min,2002,6.1,58
1517,The Killer,John Woo,John Woo,,111 min,1989,7.8,82
1518,Ludo,Anurag Basu,Anurag Basu,,149 min,2020,7.6,
1519,Reindeer Games,John Frankenheimer,John Frankenheimer,,104 min,2000,5.8,37
1520,Beverly Hills Ninja,Dennis Dugan,Dennis Dugan,,88 min,1997,5.5,27
1521,Cop Out,Kevin Smith,Kevin Smith,,107 min,2010,5.5,31
1522,From Paris with Love,Pierre Morel,Pierre Morel,,92 min,2010,6.4,42
1523,Conquest of the Planet of the Apes,J. Lee Thompson,J. Lee Thompson,,88 min,1972,6.1,49
1524,Cowboy Bebop: The Movie,"Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei",Shin'ichirô Watanabe,Tensai Okamura,115 min,2001,7.8,61
1525,Fighting,Dito Montiel,Dito Montiel,,105 min,2009,5.5,61
1526,"Tomorrow, When the War Began",Stuart Beattie,Stuart Beattie,,104 min,2010,6.1,54
1527,The Legend of Drunken Master,"Chia-Liang Liu, Jackie Chan",Chia-Liang Liu,Jackie Chan,102 min,1994,7.5,74
1528,Nothing to Lose,Steve Oedekerk,Steve Oedekerk,,98 min,1997,6.7,
1529,Mercury Rising,Harold Becker,Harold Becker,,111 min,1998,6.1,37
1530,Assault on Precinct 13 (2005),Jean-François Richet,Jean-François Richet,,109 min,2005,6.3,54
1531,Gringo,Nash Edgerton,Nash Edgerton,,111 min,2018,6.1,46
1532,Paul Blart: Mall Cop 2,Andy Fickman,Andy Fickman,,94 min,2015,4.4,13
1533,16 Blocks,Richard Donner,Richard Donner,,102 min,2006,6.6,63
1534,Undercover Brother,Malcolm D. Lee,Malcolm D. Lee,,86 min,2002,5.9,69
1535,Rollerball (2002),John McTiernan,John McTiernan,,98 min,2002,3.1,14
1536,Nowhere to Run,Robert Harmon,Robert Harmon,,94 min,1993,5.7,41
1537,Hard to Kill,Bruce Malmuth,Bruce Malmuth,,96 min,1990,5.8,41
1538,Bangkok Dangerous,"Danny Pang, Oxide Chun Pang",Danny Pang,Oxide Chun Pang,99 min,2008,5.3,24
1539,Last Knights,Kazuaki Kiriya,Kazuaki Kiriya,,115 min,2015,6.2,27
1540,Flyboys,Tony Bill,Tony Bill,,140 min,2006,6.5,47
1541,Teenage Mutant Ninja Turtles III,Stuart Gillard,Stuart Gillard,,96 min,1993,4.8,40
1542,Nick of Time,John Badham,John Badham,,90 min,1995,6.3,
1543,New Police Story,Benny Chan,Benny Chan,,123 min,2004,6.9,
1544,Blood Work,Clint Eastwood,Clint Eastwood,,110 min,2002,6.4,64
1545,Om Shanti Om,Farah Khan,Farah Khan,,162 min,2007,6.7,
1546,The Hidden Fortress,Akira Kurosawa,Akira Kurosawa,,126 min,1958,8.1,89
1547,Fatman,"Eshom Nelms, Ian Nelms",Eshom Nelms,Ian Nelms,100 min,2020,5.9,40
1548,K.G.F: Chapter 1,Prashanth Neel,Prashanth Neel,,156 min,2018,8.2,
1549,The Good the Bad the Weird,Jee-woon Kim,Jee-woon Kim,,130 min,2008,7.2,69
1550,Sherlock Jr.,Buster Keaton,Buster Keaton,,45 min,1924,8.2,
1551,Hollywood Homicide,Ron Shelton,Ron Shelton,,116 min,2003,5.3,47
1552,Battle for the Planet of the Apes,J. Lee Thompson,J. Lee Thompson,,93 min,1973,5.4,40
1553,Double Team,Hark Tsui,Hark Tsui,,93 min,1997,4.8,44
1554,God Bless America,Bobcat Goldthwait,Bobcat Goldthwait,,105 min,2011,7.1,56
1555,Stakeout,John Badham,John Badham,,117 min,1987,6.7,69
1556,Turbo Kid,"François Simard, Anouk Whissell, Yoann-Karl Whissell",François Simard,Anouk Whissell,93 min,2015,6.7,60
1557,Tanhaji: The Unsung Warrior,Om Raut,Om Raut,,135 min,2020,7.5,
1558,How I Live Now,Kevin Macdonald,Kevin Macdonald,,101 min,2013,6.4,57
1559,Heist,David Mamet,David Mamet,,109 min,2001,6.5,66
1560,The Blind Swordsman: Zatoichi,Takeshi Kitano,Takeshi Kitano,,116 min,2003,7.5,75
1561,Hot Pursuit,Anne Fletcher,Anne Fletcher,,87 min,2015,5.1,31
1562,White Heat,Raoul Walsh,Raoul Walsh,,114 min,1949,8.1,
1563,Murder at 1600,Dwight H. Little,Dwight H. Little,,107 min,1997,6.1,47
1564,Bulletproof,Ernest R. Dickerson,Ernest R. Dickerson,,84 min,1996,5.8,30
1565,The Replacement Killers,Antoine Fuqua,Antoine Fuqua,,87 min,1998,6.1,42
1566,Formula 51,Ronny Yu,Ronny Yu,,93 min,2001,6.3,23
1567,Haider,Vishal Bhardwaj,Vishal Bhardwaj,,160 min,2014,8.0,
1568,Get Carter (2000),Stephen Kay,Stephen Kay,,102 min,2000,5.1,24
1569,Stormbreaker,Geoffrey Sax,Geoffrey Sax,,93 min,2006,5.1,42
1570,Dragon Ball Super: Broly,Tatsuya Nagamine,Tatsuya Nagamine,,100 min,2018,7.7,59
1571,Money Talks,Brett Ratner,Brett Ratner,,97 min,1997,6.2,
1572,Shershaah,Vishnuvardhan,Vishnuvardhan,,135 min,2021,8.3,
1573,Max Manus: Man of War,"Joachim Rønning, Espen Sandberg",Joachim Rønning,Espen Sandberg,118 min,2008,7.3,60
1574,Rangasthalam 1985,Sukumar,Sukumar,,170 min,2018,8.2,
1575,Bird on a Wire,John Badham,John Badham,,110 min,1990,6.0,36
1576,Proof of Life,Taylor Hackford,Taylor Hackford,,135 min,2000,6.3,45
1577,Air America,Roger Spottiswoode,Roger Spottiswoode,,113 min,1990,5.8,33
1578,A Lonely Place to Die,Julian Gilbey,Julian Gilbey,,99 min,2011,6.2,
1579,Wild Target,Jonathan Lynn,Jonathan Lynn,,98 min,2010,6.7,41
1580,Sleepless (III),Baran bo Odar,Baran bo Odar,,95 min,2017,5.6,34
1581,The Code (I),Mimi Leder,Mimi Leder,,104 min,2009,6.0,
1582,The Four Feathers,Shekhar Kapur,Shekhar Kapur,,132 min,2002,6.5,49
1583,Mr. Nice Guy,Sammo Kam-Bo Hung,Sammo Kam-Bo Hung,,88 min,1997,6.2,
1584,ARQ,Tony Elliott,Tony Elliott,,88 min,2016,6.3,
1585,Exit Wounds,Andrzej Bartkowiak,Andrzej Bartkowiak,,101 min,2001,5.6,39
1586,Bandidas,"Joachim Rønning, Espen Sandberg",Joachim Rønning,Espen Sandberg,93 min,2006,5.7,
1587,Fire with Fire (II),David Barrett,David Barrett,,97 min,2012,5.6,
1588,7500,Patrick Vollrath,Patrick Vollrath,,93 min,2019,6.3,58
1589,Fortress,Stuart Gordon,Stuart Gordon,,95 min,1992,5.9,48
1590,Curse of the Golden Flower,Yimou Zhang,Yimou Zhang,,114 min,2006,7.0,70
1591,Marshland,Alberto Rodríguez,Alberto Rodríguez,,105 min,2014,7.2,
1592,The Legend of Hercules,Renny Harlin,Renny Harlin,,99 min,2014,4.2,22
1593,The Warrior's Way,Sngmoo Lee,Sngmoo Lee,,100 min,2010,6.2,45
1594,Alex Cross,Rob Cohen,Rob Cohen,,101 min,2012,5.1,30
1595,Don 2,Farhan Akhtar,Farhan Akhtar,,148 min,2011,7.0,49
1596,The Machine (I),Caradog W. James,Caradog W. James,,91 min,2013,6.0,52
1597,Mutant Chronicles,Simon Hunter,Simon Hunter,,111 min,2008,5.2,
1598,Cradle 2 the Grave,Andrzej Bartkowiak,Andrzej Bartkowiak,,101 min,2003,5.8,36
1599,Evangelion: 1.0 You Are (Not) Alone,"Masayuki, Kazuya Tsurumaki, Hideaki Anno",Masayuki,Kazuya Tsurumaki,98 min,2007,7.6,66
1600,Cell 211,Daniel Monzón,Daniel Monzón,,113 min,2009,7.6,
1601,A Wednesday,Neeraj Pandey,Neeraj Pandey,,104 min,2008,8.1,
1602,Joint Security Area,Park Chan-wook,Park Chan-wook,,110 min,2000,7.7,58
1603,Bulletproof Monk,Paul Hunter,Paul Hunter,,104 min,2003,5.4,40
